lineup,interval,interval_num,possessions,minutes,plusminus_per40,netrating,plusminus
LLEI-AKÉI-EPAP-EPOR-FWER,Interval 2,2,1.2,0.52,-76.92,-83.33,-1
CFUL-EPAP-AZIA-DSAN-FWER,Interval 2,2,3.2,1.26,95.24,93.75,3
LLEI-CFUL-EPOR-AZIA-DSAN,Interval 2,2,1.83,1.2,0.0,0.0,0
LLEI-CFUL-AKÉI-AZIA-FWER,Interval 2,2,17.04,10.54,-15.18,-23.48,-4
LLEI-CFUL-AKÉI-DSAN-FWER,Interval 2,2,1.36,0.92,-43.48,-73.26,-1
LLEI-AKÉI-EPOR-FWER-LBAR,Interval 2,2,1.0,0.59,0.0,0.0,0
LLEI-AKÉI-MVUK-FWER-MHER,Interval 2,2,1.0,0.68,0.0,0.0,0
AKÉI-EPAP-AZIA-FWER-MHER,Interval 2,2,1.5,0.55,-218.18,-200.0,-3
LLEI-MVUK-EPAP-EPOR-MHER,Interval 2,2,0.46,0.63,0.0,0.0,0
CFUL-AKÉI-MVUK-EPOR-AZIA,Interval 2,2,0.9,0.33,242.42,222.22,2
LLEI-CFUL-EPOR-AZIA-FWER,Interval 2,2,65.98,38.01,-9.47,-13.64,-9
LLEI-AKÉI-MVUK-EPAP-DSAN,Interval 2,2,0.4,0.0,inf,500.0,2
CFUL-AKÉI-EPOR-AZIA-FWER,Interval 2,2,7.33,3.39,-23.6,-27.29,-2
AKÉI-EPAP-EPOR-AZIA-LBAR,Interval 2,2,0.4,0.32,250.0,500.0,2
CFUL-AKÉI-AZIA-FWER-STHI,Interval 2,2,1.5,0.87,-137.93,-200.0,-3
LLEI-EPAP-EPOR-DSAN-FWER,Interval 2,2,14.6,7.9,0.0,0.0,0
CFUL-AKÉI-AZIA-DSAN-FWER,Interval 2,2,3.66,2.31,-17.32,-27.29,-1
CFUL-EPAP-EPOR-AZIA-LBAR,Interval 2,2,1.0,0.5,0.0,0.0,0
LLEI-EPAP-EPOR-FWER-LBAR,Interval 2,2,8.3,4.35,-9.2,-12.06,-1
CFUL-AKÉI-EPOR-FWER-LBAR,Interval 2,2,2.33,1.68,0.0,0.0,0
LLEI-EPOR-DSAN-FWER-LBAR,Interval 2,2,0.96,1.4,0.0,0.0,0
LLEI-CFUL-MVUK-EPOR-DSAN,Interval 2,2,1.0,0.38,0.0,0.0,0
LLEI-MVUK-EPAP-FWER-LBAR,Interval 2,2,0.6,0.0,inf,166.67,1
LLEI-CFUL-EPAP-FWER-LBAR,Interval 2,2,0.33,0.38,0.0,0.0,0
LLEI-EPAP-DSAN-FWER-LBAR,Interval 2,2,0.5,0.47,0.0,0.0,0
LLEI-AKÉI-EPAP-FWER-LBAR,Interval 2,2,2.0,1.13,-70.8,-100.0,-2
LLEI-CFUL-MVUK-DSAN-FWER,Interval 2,2,0.93,0.83,0.0,0.0,0
AKÉI-EPAP-AZIA-DSAN-FWER,Interval 2,2,7.8,5.28,-60.61,-102.63,-8
LLEI-CFUL-EPAP-AZIA-FWER,Interval 2,2,12.26,6.67,-77.96,-106.08,-13
AKÉI-MVUK-EPAP-AZIA-FWER,Interval 2,2,3.06,0.93,-86.02,-65.25,-2
LLEI-CFUL-AKÉI-EPAP-AZIA,Interval 2,2,0.5,0.7,-114.29,-400.0,-2
LLEI-CFUL-AKÉI-EPOR-AZIA,Interval 2,2,0.86,0.55,-145.45,-231.21,-2
LLEI-CFUL-MVUK-AZIA-FWER,Interval 2,2,7.6,4.01,-69.83,-92.17,-7
CFUL-AKÉI-MVUK-AZIA-FWER,Interval 2,2,1.96,1.13,-70.8,-101.78,-2
LLEI-AKÉI-AZIA-DSAN-FWER,Interval 2,2,3.86,1.52,52.63,51.75,2
LLEI-CFUL-AZIA-DSAN-FWER,Interval 2,2,10.66,6.83,41.0,65.64,7
AKÉI-EPAP-AZIA-FWER-LBAR,Interval 2,2,1.0,0.68,117.65,200.0,2
LLEI-CFUL-EPAP-AZIA-DSAN,Interval 2,2,2.4,0.52,230.77,125.0,3
CFUL-EPAP-EPOR-AZIA-FWER,Interval 2,2,4.0,1.98,40.4,50.0,2
LLEI-CFUL-EPOR-FWER-LBAR,Interval 2,2,5.86,3.75,42.67,68.2,4
LLEI-AKÉI-EPAP-AZIA-DSAN,Interval 2,2,3.0,1.53,-78.43,-100.0,-3
MVUK-EPAP-EPOR-AZIA-STHI,Interval 2,2,1.5,1.17,-34.19,-66.67,-1
KMON-MVUK-AZIA-MHER-STHI,Interval 2,2,7.33,2.57,-171.21,-150.07,-11
AKÉI-EPAP-EPOR-AZIA-STHI,Interval 2,2,2.5,0.82,97.56,80.0,2
AKÉI-EPAP-EPOR-AZIA-FWER,Interval 2,2,3.9,1.72,-69.77,-76.92,-3
CFUL-AKÉI-EPAP-EPOR-AZIA,Interval 2,2,1.5,0.52,0.0,0.0,0
LLEI-MVUK-EPOR-FWER-MHER,Interval 2,2,1.5,0.62,129.03,133.33,2
AKÉI-MVUK-AZIA-MHER-STHI,Interval 2,2,1.9,0.83,48.19,52.63,1
CFUL-AKÉI-EPOR-AZIA-DSAN,Interval 2,2,1.96,1.53,26.14,50.89,1
AKÉI-EPOR-AZIA-DSAN-FWER,Interval 2,2,6.96,3.15,126.98,143.58,10
LLEI-AKÉI-EPAP-DSAN-FWER,Interval 2,2,6.86,4.43,45.15,72.83,5
LLEI-CFUL-EPAP-DSAN-FWER,Interval 2,2,2.52,1.83,21.86,39.6,1
AKÉI-EPOR-AZIA-FWER-LBAR,Interval 2,2,10.03,4.28,-18.69,-19.94,-2
LLEI-CFUL-EPAP-EPOR-LBAR,Interval 2,2,2.46,1.23,0.0,0.0,0
LLEI-MVUK-EPAP-EPOR-FWER,Interval 2,2,2.47,2.44,-16.39,-40.42,-1
LLEI-MVUK-EPOR-DSAN-FWER,Interval 2,2,0.5,0.33,363.64,600.0,3
LLEI-AKÉI-EPAP-EPOR-DSAN,Interval 2,2,4.89,2.78,-57.55,-81.72,-4
LLEI-CFUL-EPAP-EPOR-DSAN,Interval 2,2,2.86,2.1,-19.05,-34.9,-1
LLEI-CFUL-AKÉI-MVUK-FWER,Interval 2,2,5.8,3.39,82.6,120.79,7
LLEI-CFUL-AKÉI-EPOR-FWER,Interval 2,2,14.16,9.53,20.99,35.31,5
LLEI-AKÉI-EPAP-AZIA-FWER,Interval 2,2,6.0,2.52,31.75,33.33,2
LLEI-AKÉI-EPOR-DSAN-FWER,Interval 2,2,3.3,1.05,304.76,242.42,8
CFUL-EPOR-AZIA-FWER-LBAR,Interval 2,2,4.89,2.92,-54.79,-81.72,-4
LLEI-AKÉI-EPAP-FWER-STHI,Interval 2,2,1.96,1.35,148.15,254.45,5
LLEI-CFUL-MVUK-EPOR-AZIA,Interval 2,2,4.93,2.93,27.3,40.57,2
LLEI-MVUK-EPOR-AZIA-FWER,Interval 2,2,6.5,3.24,-12.35,-15.38,-1
AKÉI-MVUK-EPAP-AZIA-STHI,Interval 2,2,5.83,3.78,10.58,17.15,1
EPAP-EPOR-AZIA-DSAN-FWER,Interval 2,2,28.76,13.65,61.54,73.01,21
LLEI-CFUL-MVUK-EPOR-FWER,Interval 2,2,8.2,4.02,39.8,48.79,4
LLEI-EPOR-AZIA-DSAN-FWER,Interval 2,2,24.79,14.05,31.32,44.37,11
LLEI-CFUL-AKÉI-EPOR-DSAN,Interval 2,2,5.5,2.98,120.81,163.64,9
LLEI-CFUL-AKÉI-EPOR-FWER,Interval 3,3,63.65,39.66,18.15,28.28,18
CFUL-EPAP-EPOR-AZIA-FWER,Interval 3,3,18.2,10.99,-7.28,-10.99,-2
CFUL-EPOR-AZIA-FWER-STHI,Interval 3,3,3.94,2.92,27.4,50.77,2
LLEI-CFUL-EPAP-AZIA-FWER,Interval 3,3,19.55,13.99,-2.86,-5.12,-1
LLEI-CFUL-EPAP-EPOR-FWER,Interval 3,3,13.3,7.48,-5.35,-7.52,-1
AKÉI-EPAP-EPOR-AZIA-STHI,Interval 3,3,0.5,0.62,0.0,0.0,0
LLEI-EPAP-AZIA-FWER-MHER,Interval 3,3,2.0,1.12,-71.43,-100.0,-2
LLEI-EPAP-EPOR-AZIA-MHER,Interval 3,3,0.7,0.25,0.0,0.0,0
LLEI-CFUL-AKÉI-AZIA-FWER,Interval 3,3,15.66,8.68,-9.22,-12.77,-2
CFUL-EPAP-EPOR-AZIA-MHER,Interval 3,3,0.5,0.21,0.0,0.0,0
LLEI-CFUL-MVUK-EPAP-EPOR,Interval 3,3,7.6,4.35,0.0,0.0,0
LLEI-CFUL-MVUK-EPAP-MHER,Interval 3,3,0.96,0.47,-170.21,-207.25,-2
LLEI-CFUL-AKÉI-EPAP-EPOR,Interval 3,3,7.93,4.73,-33.83,-50.44,-4
LLEI-CFUL-MVUK-AZIA-FWER,Interval 3,3,2.5,0.88,0.0,0.0,0
LLEI-CFUL-AKÉI-MVUK-FWER,Interval 3,3,1.9,0.9,44.44,52.63,1
LLEI-EPOR-AZIA-FWER-MHER,Interval 3,3,4.0,2.02,-178.22,-225.0,-9
CFUL-AKÉI-EPAP-AZIA-FWER,Interval 3,3,7.8,4.56,-26.32,-38.49,-3
LLEI-MVUK-EPAP-EPOR-AZIA,Interval 3,3,2.83,1.83,-87.43,-141.34,-4
CFUL-MVUK-EPAP-AZIA-FWER,Interval 3,3,2.4,1.78,-22.47,-41.67,-1
LLEI-AKÉI-EPAP-FWER-STHI,Interval 3,3,1.4,0.85,-141.18,-214.29,-3
AKÉI-EPAP-AZIA-FWER-STHI,Interval 3,3,0.0,0.45,0.0,,0
LLEI-AKÉI-MVUK-EPOR-FWER,Interval 3,3,9.66,6.05,26.45,41.41,4
LLEI-AKÉI-EPAP-EPOR-FWER,Interval 3,3,8.73,5.98,20.07,34.36,3
LLEI-CFUL-EPAP-AZIA-MHER,Interval 3,3,2.0,1.38,-57.97,-100.0,-2
LLEI-AKÉI-EPOR-AZIA-FWER,Interval 3,3,53.89,33.45,2.39,3.71,2
LLEI-CFUL-AKÉI-EPAP-FWER,Interval 3,3,14.27,8.72,-22.94,-35.03,-5
LLEI-CFUL-AZIA-FWER-STHI,Interval 3,3,1.5,0.9,-133.33,-200.0,-3
LLEI-CFUL-AZIA-FWER-MHER,Interval 3,3,1.9,0.89,-89.89,-105.26,-2
AKÉI-EPAP-EPOR-AZIA-MHER,Interval 3,3,0.46,0.57,0.0,0.0,0
AKÉI-MVUK-EPAP-EPOR-MHER,Interval 3,3,0.5,0.07,0.0,0.0,0
CFUL-AKÉI-EPAP-EPOR-AZIA,Interval 3,3,4.26,2.78,-28.78,-46.95,-2
LLEI-CFUL-AKÉI-FWER-STHI,Interval 3,3,6.3,3.95,-10.13,-15.89,-1
LLEI-CFUL-AKÉI-MVUK-MHER,Interval 3,3,2.46,1.3,-123.08,-162.27,-4
LLEI-AKÉI-AZIA-FWER-MHER,Interval 3,3,1.4,1.05,-38.1,-71.43,-1
LLEI-AKÉI-EPAP-AZIA-FWER,Interval 3,3,12.26,6.98,-22.92,-32.61,-4
LLEI-MVUK-EPOR-AZIA-FWER,Interval 3,3,17.95,11.88,-13.47,-22.28,-4
LLEI-MVUK-EPAP-EPOR-FWER,Interval 3,3,8.8,5.67,-14.11,-22.72,-2
CFUL-AKÉI-EPAP-EPOR-FWER,Interval 3,3,1.5,0.67,119.4,133.33,2
CFUL-AKÉI-EPAP-AZIA-STHI,Interval 3,3,1.0,0.5,160.0,200.0,2
LLEI-CFUL-AKÉI-EPAP-MHER,Interval 3,3,3.46,2.22,-18.02,-28.86,-1
CFUL-MVUK-EPOR-AZIA-FWER,Interval 3,3,2.4,1.45,27.59,41.67,1
LLEI-CFUL-AKÉI-MVUK-AZIA,Interval 3,3,2.5,1.5,-106.67,-160.0,-4
LLEI-CFUL-AKÉI-EPOR-AZIA,Interval 3,3,5.4,2.97,-67.34,-92.59,-5
LLEI-CFUL-MVUK-EPOR-AZIA,Interval 3,3,1.5,0.47,0.0,0.0,0
LLEI-CFUL-EPAP-EPOR-AZIA,Interval 3,3,12.77,6.63,36.2,46.99,6
CFUL-AKÉI-MVUK-EPOR-AZIA,Interval 3,3,2.46,1.77,0.0,0.0,0
AKÉI-MVUK-EPOR-AZIA-FWER,Interval 3,3,6.36,3.09,-12.94,-15.71,-1
LLEI-CFUL-MVUK-EPAP-FWER,Interval 3,3,2.4,1.73,69.36,125.0,3
LLEI-CFUL-EPOR-AZIA-FWER,Interval 3,3,55.63,34.1,-25.81,-39.55,-22
AKÉI-EPAP-EPOR-AZIA-FWER,Interval 3,3,7.26,4.21,0.0,0.0,0
LLEI-CFUL-EPAP-FWER-MHER,Interval 3,3,3.94,2.0,40.0,50.71,2
AKÉI-EPOR-AZIA-FWER-MHER,Interval 3,3,3.0,1.47,0.0,0.0,0
LLEI-MVUK-EPAP-AZIA-FWER,Interval 3,3,27.37,18.82,0.0,0.0,0
LLEI-EPAP-EPOR-AZIA-FWER,Interval 3,3,50.42,31.89,2.51,3.97,2
LLEI-CFUL-EPOR-AZIA-MHER,Interval 3,3,2.5,1.55,0.0,0.0,0
CFUL-MVUK-EPAP-EPOR-AZIA,Interval 3,3,2.86,1.77,22.6,34.9,1
AKÉI-EPAP-AZIA-FWER-MHER,Interval 3,3,7.33,4.21,38.0,54.59,4
LLEI-CFUL-AKÉI-MVUK-EPOR,Interval 3,3,4.86,2.27,52.86,61.66,3
EPAP-EPOR-AZIA-FWER-MHER,Interval 3,3,2.76,2.47,32.39,72.46,2
LLEI-CFUL-AKÉI-FWER-MHER,Interval 3,3,5.6,4.05,0.0,0.0,0
LLEI-AKÉI-MVUK-EPAP-FWER,Interval 3,3,1.96,2.08,38.46,101.78,2
LLEI-EPOR-AZIA-FWER-STHI,Interval 3,3,4.93,2.98,80.54,121.7,6
AKÉI-EPAP-AZIA-MHER-STHI,Interval 3,3,4.43,2.5,64.0,90.29,4
LLEI-CFUL-MVUK-EPOR-FWER,Interval 3,3,6.36,2.73,117.22,125.75,8
CFUL-AKÉI-EPAP-AZIA-MHER,Interval 3,3,3.3,2.17,110.6,181.82,6
LLEI-AKÉI-MVUK-AZIA-FWER,Interval 3,3,14.56,8.5,28.24,41.21,6
LLEI-MVUK-EPAP-AZIA-MHER,Interval 3,3,7.16,3.42,81.87,97.7,7
AKÉI-MVUK-EPAP-AZIA-MHER,Interval 3,3,6.0,3.43,11.66,16.67,1
LLEI-CFUL-AKÉI-EPOR-FWER,Interval 4,4,94.2,55.98,7.86,11.68,11
LLEI-EPAP-EPOR-AZIA-FWER,Interval 4,4,24.19,13.03,-3.07,-4.13,-1
LLEI-CFUL-EPAP-EPOR-AZIA,Interval 4,4,2.0,1.4,-171.43,-300.0,-6
LLEI-CFUL-EPAP-AZIA-FWER,Interval 4,4,16.68,11.37,3.52,6.0,1
LLEI-AKÉI-EPOR-FWER-STHI,Interval 4,4,1.33,0.87,-229.89,-375.94,-5
LLEI-CFUL-AKÉI-MVUK-FWER,Interval 4,4,4.4,2.79,-86.02,-136.36,-6
LLEI-CFUL-MVUK-FWER-STHI,Interval 4,4,5.72,3.36,11.9,17.47,1
LLEI-CFUL-EPAP-EPOR-FWER,Interval 4,4,8.53,5.18,-15.44,-23.45,-2
LLEI-AKÉI-EPAP-AZIA-FWER,Interval 4,4,1.5,1.13,0.0,0.0,0
LLEI-AKÉI-EPOR-AZIA-FWER,Interval 4,4,16.1,10.19,-31.4,-49.7,-8
CFUL-AKÉI-EPOR-AZIA-FWER,Interval 4,4,8.09,5.32,0.0,0.0,0
LLEI-AKÉI-EPAP-EPOR-FWER,Interval 4,4,2.36,2.59,-15.44,-42.37,-1
LLEI-CFUL-EPOR-AZIA-FWER,Interval 4,4,56.68,34.27,7.0,10.59,6
MVUK-EPAP-AZIA-MHER-STHI,Interval 4,4,4.33,2.5,-64.0,-92.38,-4
LLEI-AKÉI-MVUK-FWER-STHI,Interval 4,4,2.46,1.83,0.0,0.0,0
LLEI-CFUL-MVUK-AZIA-FWER,Interval 4,4,7.66,4.55,17.58,26.11,2
LLEI-CFUL-AKÉI-AZIA-FWER,Interval 4,4,9.64,5.43,36.83,51.89,5
LLEI-EPAP-AZIA-FWER-STHI,Interval 4,4,9.4,5.13,-23.39,-31.93,-3
LLEI-CFUL-AZIA-FWER-STHI,Interval 4,4,5.86,3.75,0.0,0.0,0
LLEI-CFUL-MVUK-EPOR-FWER,Interval 4,4,4.43,3.64,-43.96,-90.29,-4
LLEI-CFUL-AKÉI-EPOR-AZIA,Interval 4,4,0.5,0.36,-222.22,-400.0,-2
LLEI-AKÉI-MVUK-AZIA-FWER,Interval 4,4,1.0,0.55,0.0,0.0,0
CFUL-AKÉI-MVUK-EPOR-AZIA,Interval 4,4,1.0,0.66,0.0,0.0,0
LLEI-EPOR-AZIA-FWER-STHI,Interval 4,4,-0.04,0.03,0.0,,0
CFUL-EPAP-EPOR-AZIA-FWER,Interval 4,4,5.3,3.9,20.51,37.77,2
LLEI-CFUL-EPOR-AZIA-STHI,Interval 4,4,0.46,0.95,-84.21,-430.11,-2
LLEI-CFUL-EPAP-AZIA-STHI,Interval 4,4,1.0,0.82,0.0,0.0,0
CFUL-AKÉI-AZIA-FWER-STHI,Interval 4,4,3.9,1.99,140.7,179.49,7
CFUL-MVUK-AZIA-FWER-STHI,Interval 4,4,7.3,3.55,-33.8,-41.12,-3
LLEI-MVUK-AZIA-FWER-STHI,Interval 4,4,5.79,2.98,-53.69,-69.12,-4
LLEI-MVUK-EPAP-AZIA-FWER,Interval 4,4,3.9,2.63,-45.63,-77.02,-3
